week_period,week_start,week_end,official_holiday_days
2009-01-19/2009-01-25,2009-01-19,2009-01-25,0
2009-01-26/2009-02-01,2009-01-26,2009-02-01,0
2009-02-02/2009-02-08,2009-02-02,2009-02-08,0
2009-02-09/2009-02-15,2009-02-09,2009-02-15,1
2009-02-16/2009-02-22,2009-02-16,2009-02-22,1
2009-02-23/2009-03-01,2009-02-23,2009-03-01,2
2009-03-02/2009-03-08,2009-03-02,2009-03-08,1
2009-03-09/2009-03-15,2009-03-09,2009-03-15,1
2009-03-16/2009-03-22,2009-03-16,2009-03-22,4
2009-03-23/2009-03-29,2009-03-23,2009-03-29,2
2009-03-30/2009-04-05,2009-03-30,2009-04-05,2
2009-04-06/2009-04-12,2009-04-06,2009-04-12,0
2009-04-13/2009-04-19,2009-04-13,2009-04-19,0
2009-04-20/2009-04-26,2009-04-20,2009-04-26,0
2009-04-27/2009-05-03,2009-04-27,2009-05-03,0
2009-05-04/2009-05-10,2009-05-04,2009-05-10,0
2009-05-11/2009-05-17,2009-05-11,2009-05-17,0
2009-05-18/2009-05-24,2009-05-18,2009-05-24,0
2009-05-25/2009-05-31,2009-05-25,2009-05-31,1
2009-06-01/2009-06-07,2009-06-01,2009-06-07,2
2009-06-08/2009-06-14,2009-06-08,2009-06-14,0
2009-06-15/2009-06-21,2009-06-15,2009-06-21,0
2009-06-22/2009-06-28,2009-06-22,2009-06-28,0
2009-06-29/2009-07-05,2009-06-29,2009-07-05,0
2009-07-06/2009-07-12,2009-07-06,2009-07-12,1
2009-07-13/2009-07-19,2009-07-13,2009-07-19,0
2009-07-20/2009-07-26,2009-07-20,2009-07-26,1
2009-07-27/2009-08-02,2009-07-27,2009-08-02,0
2009-08-03/2009-08-09,2009-08-03,2009-08-09,1
2009-08-10/2009-08-16,2009-08-10,2009-08-16,0
2009-08-17/2009-08-23,2009-08-17,2009-08-23,0
2009-08-24/2009-08-30,2009-08-24,2009-08-30,0
2009-08-31/2009-09-06,2009-08-31,2009-09-06,0
2009-09-07/2009-09-13,2009-09-07,2009-09-13,1
2009-09-14/2009-09-20,2009-09-14,2009-09-20,1
2009-09-21/2009-09-27,2009-09-21,2009-09-27,0
2009-09-28/2009-10-04,2009-09-28,2009-10-04,0
2009-10-05/2009-10-11,2009-10-05,2009-10-11,0
2009-10-12/2009-10-18,2009-10-12,2009-10-18,1
2009-10-19/2009-10-25,2009-10-19,2009-10-25,0
2009-10-26/2009-11-01,2009-10-26,2009-11-01,0
2009-11-02/2009-11-08,2009-11-02,2009-11-08,0
2009-11-09/2009-11-15,2009-11-09,2009-11-15,0
2009-11-16/2009-11-22,2009-11-16,2009-11-22,0
2009-11-23/2009-11-29,2009-11-23,2009-11-29,1
2009-11-30/2009-12-06,2009-11-30,2009-12-06,1
2009-12-07/2009-12-13,2009-12-07,2009-12-13,0
2009-12-14/2009-12-20,2009-12-14,2009-12-20,0
2009-12-21/2009-12-27,2009-12-21,2009-12-27,2
2009-12-28/2010-01-03,2009-12-28,2010-01-03,0
2010-01-04/2010-01-10,2010-01-04,2010-01-10,0
2010-01-11/2010-01-17,2010-01-11,2010-01-17,0
2010-01-18/2010-01-24,2010-01-18,2010-01-24,0
2010-01-25/2010-01-31,2010-01-25,2010-01-31,0
2010-02-01/2010-02-07,2010-02-01,2010-02-07,1
2010-02-08/2010-02-14,2010-02-08,2010-02-14,2
2010-02-15/2010-02-21,2010-02-15,2010-02-21,1
2010-02-22/2010-02-28,2010-02-22,2010-02-28,1
2010-03-01/2010-03-07,2010-03-01,2010-03-07,1
2010-03-08/2010-03-14,2010-03-08,2010-03-14,0
2010-03-15/2010-03-21,2010-03-15,2010-03-21,2
2010-03-22/2010-03-28,2010-03-22,2010-03-28,3
2010-03-29/2010-04-04,2010-03-29,2010-04-04,2
2010-04-05/2010-04-11,2010-04-05,2010-04-11,0
2010-04-12/2010-04-18,2010-04-12,2010-04-18,0
2010-04-19/2010-04-25,2010-04-19,2010-04-25,0
2010-04-26/2010-05-02,2010-04-26,2010-05-02,0
2010-05-03/2010-05-09,2010-05-03,2010-05-09,0
2010-05-10/2010-05-16,2010-05-10,2010-05-16,0
2010-05-17/2010-05-23,2010-05-17,2010-05-23,1
2010-05-24/2010-05-30,2010-05-24,2010-05-30,0
2010-05-31/2010-06-06,2010-05-31,2010-06-06,2
2010-06-07/2010-06-13,2010-06-07,2010-06-13,0
2010-06-14/2010-06-20,2010-06-14,2010-06-20,0
2010-06-21/2010-06-27,2010-06-21,2010-06-27,1
2010-06-28/2010-07-04,2010-06-28,2010-07-04,0
2010-07-05/2010-07-11,2010-07-05,2010-07-11,1
2010-07-12/2010-07-18,2010-07-12,2010-07-18,0
2010-07-19/2010-07-25,2010-07-19,2010-07-25,0
2010-07-26/2010-08-01,2010-07-26,2010-08-01,1
2010-08-02/2010-08-08,2010-08-02,2010-08-08,0
2010-08-09/2010-08-15,2010-08-09,2010-08-15,0
2010-08-16/2010-08-22,2010-08-16,2010-08-22,0
2010-08-23/2010-08-29,2010-08-23,2010-08-29,0
2010-08-30/2010-09-05,2010-08-30,2010-09-05,1
2010-09-06/2010-09-12,2010-09-06,2010-09-12,1
2010-09-13/2010-09-19,2010-09-13,2010-09-19,0
2010-09-20/2010-09-26,2010-09-20,2010-09-26,0
2010-09-27/2010-10-03,2010-09-27,2010-10-03,0
2010-10-04/2010-10-10,2010-10-04,2010-10-10,1
2010-10-11/2010-10-17,2010-10-11,2010-10-17,0
2010-10-18/2010-10-24,2010-10-18,2010-10-24,0
2010-10-25/2010-10-31,2010-10-25,2010-10-31,0
2010-11-01/2010-11-07,2010-11-01,2010-11-07,0
2010-11-08/2010-11-14,2010-11-08,2010-11-14,0
2010-11-15/2010-11-21,2010-11-15,2010-11-21,1
2010-11-22/2010-11-28,2010-11-22,2010-11-28,1
2010-11-29/2010-12-05,2010-11-29,2010-12-05,0
2010-12-06/2010-12-12,2010-12-06,2010-12-12,0
2010-12-13/2010-12-19,2010-12-13,2010-12-19,2
2010-12-20/2010-12-26,2010-12-20,2010-12-26,0
2010-12-27/2011-01-02,2010-12-27,2011-01-02,0
2011-01-03/2011-01-09,2011-01-03,2011-01-09,0
2011-01-10/2011-01-16,2011-01-10,2011-01-16,0
2011-01-17/2011-01-23,2011-01-17,2011-01-23,0
2011-01-24/2011-01-30,2011-01-24,2011-01-30,1
2011-01-31/2011-02-06,2011-01-31,2011-02-06,2
2011-02-07/2011-02-13,2011-02-07,2011-02-13,2
2011-02-14/2011-02-20,2011-02-14,2011-02-20,0
2011-02-21/2011-02-27,2011-02-21,2011-02-27,1
2011-02-28/2011-03-06,2011-02-28,2011-03-06,0
2011-03-07/2011-03-13,2011-03-07,2011-03-13,0
2011-03-14/2011-03-20,2011-03-14,2011-03-20,1
2011-03-21/2011-03-27,2011-03-21,2011-03-27,4
2011-03-28/2011-04-03,2011-03-28,2011-04-03,2
2011-04-04/2011-04-10,2011-04-04,2011-04-10,0
2011-04-11/2011-04-17,2011-04-11,2011-04-17,0
2011-04-18/2011-04-24,2011-04-18,2011-04-24,0
2011-04-25/2011-05-01,2011-04-25,2011-05-01,0
2011-05-02/2011-05-08,2011-05-02,2011-05-08,1
2011-05-09/2011-05-15,2011-05-09,2011-05-15,0
2011-05-16/2011-05-22,2011-05-16,2011-05-22,0
2011-05-23/2011-05-29,2011-05-23,2011-05-29,0
2011-05-30/2011-06-05,2011-05-30,2011-06-05,2
2011-06-06/2011-06-12,2011-06-06,2011-06-12,0
2011-06-13/2011-06-19,2011-06-13,2011-06-19,1
2011-06-20/2011-06-26,2011-06-20,2011-06-26,0
2011-06-27/2011-07-03,2011-06-27,2011-07-03,1
2011-07-04/2011-07-10,2011-07-04,2011-07-10,0
2011-07-11/2011-07-17,2011-07-11,2011-07-17,1
2011-07-18/2011-07-24,2011-07-18,2011-07-24,0
2011-07-25/2011-07-31,2011-07-25,2011-07-31,0
2011-08-01/2011-08-07,2011-08-01,2011-08-07,0
2011-08-08/2011-08-14,2011-08-08,2011-08-14,0
2011-08-15/2011-08-21,2011-08-15,2011-08-21,1
2011-08-22/2011-08-28,2011-08-22,2011-08-28,0
2011-08-29/2011-09-04,2011-08-29,2011-09-04,1
2011-09-05/2011-09-11,2011-09-05,2011-09-11,0
2011-09-12/2011-09-18,2011-09-12,2011-09-18,0
2011-09-19/2011-09-25,2011-09-19,2011-09-25,1
2011-09-26/2011-10-02,2011-09-26,2011-10-02,0
2011-10-03/2011-10-09,2011-10-03,2011-10-09,0
2011-10-10/2011-10-16,2011-10-10,2011-10-16,0
2011-10-17/2011-10-23,2011-10-17,2011-10-23,0
2011-10-24/2011-10-30,2011-10-24,2011-10-30,0
2011-10-31/2011-11-06,2011-10-31,2011-11-06,0
2011-11-07/2011-11-13,2011-11-07,2011-11-13,1
2011-11-14/2011-11-20,2011-11-14,2011-11-20,1
2011-11-21/2011-11-27,2011-11-21,2011-11-27,0
2011-11-28/2011-12-04,2011-11-28,2011-12-04,0
2011-12-05/2011-12-11,2011-12-05,2011-12-11,2
2011-12-12/2011-12-18,2011-12-12,2011-12-18,0
2011-12-19/2011-12-25,2011-12-19,2011-12-25,0
2011-12-26/2012-01-01,2011-12-26,2012-01-01,0
2012-01-02/2012-01-08,2012-01-02,2012-01-08,0
2012-01-09/2012-01-15,2012-01-09,2012-01-15,1
2012-01-16/2012-01-22,2012-01-16,2012-01-22,1
2012-01-23/2012-01-29,2012-01-23,2012-01-29,1
2012-01-30/2012-02-05,2012-01-30,2012-02-05,1
2012-02-06/2012-02-12,2012-02-06,2012-02-12,2
2012-02-13/2012-02-19,2012-02-13,2012-02-19,0
2012-02-20/2012-02-26,2012-02-20,2012-02-26,0
2012-02-27/2012-03-04,2012-02-27,2012-03-04,0
2012-03-05/2012-03-11,2012-03-05,2012-03-11,0
2012-03-12/2012-03-18,2012-03-12,2012-03-18,0
2012-03-19/2012-03-25,2012-03-19,2012-03-25,5
2012-03-26/2012-04-01,2012-03-26,2012-04-01,2
2012-04-02/2012-04-08,2012-04-02,2012-04-08,0
2012-04-09/2012-04-15,2012-04-09,2012-04-15,0
2012-04-16/2012-04-22,2012-04-16,2012-04-22,0
2012-04-23/2012-04-29,2012-04-23,2012-04-29,1
2012-04-30/2012-05-06,2012-04-30,2012-05-06,0
2012-05-07/2012-05-13,2012-05-07,2012-05-13,0
2012-05-14/2012-05-20,2012-05-14,2012-05-20,0
2012-05-21/2012-05-27,2012-05-21,2012-05-27,0
2012-05-28/2012-06-03,2012-05-28,2012-06-03,1
2012-06-04/2012-06-10,2012-06-04,2012-06-10,1
2012-06-11/2012-06-17,2012-06-11,2012-06-17,0
2012-06-18/2012-06-24,2012-06-18,2012-06-24,1
2012-06-25/2012-07-01,2012-06-25,2012-07-01,0
2012-07-02/2012-07-08,2012-07-02,2012-07-08,1
2012-07-09/2012-07-15,2012-07-09,2012-07-15,0
2012-07-16/2012-07-22,2012-07-16,2012-07-22,0
2012-07-23/2012-07-29,2012-07-23,2012-07-29,0
2012-07-30/2012-08-05,2012-07-30,2012-08-05,0
2012-08-06/2012-08-12,2012-08-06,2012-08-12,1
2012-08-13/2012-08-19,2012-08-13,2012-08-19,1
2012-08-20/2012-08-26,2012-08-20,2012-08-26,1
2012-08-27/2012-09-02,2012-08-27,2012-09-02,0
2012-09-03/2012-09-09,2012-09-03,2012-09-09,0
2012-09-10/2012-09-16,2012-09-10,2012-09-16,1
2012-09-17/2012-09-23,2012-09-17,2012-09-23,0
2012-09-24/2012-09-30,2012-09-24,2012-09-30,0
2012-10-01/2012-10-07,2012-10-01,2012-10-07,0
2012-10-08/2012-10-14,2012-10-08,2012-10-14,0
2012-10-15/2012-10-21,2012-10-15,2012-10-21,0
2012-10-22/2012-10-28,2012-10-22,2012-10-28,1
2012-10-29/2012-11-04,2012-10-29,2012-11-04,1
2012-11-05/2012-11-11,2012-11-05,2012-11-11,0
2012-11-12/2012-11-18,2012-11-12,2012-11-18,0
2012-11-19/2012-11-25,2012-11-19,2012-11-25,2
2012-11-26/2012-12-02,2012-11-26,2012-12-02,0
2012-12-03/2012-12-09,2012-12-03,2012-12-09,0
2012-12-10/2012-12-16,2012-12-10,2012-12-16,0
2012-12-17/2012-12-23,2012-12-17,2012-12-23,0
2012-12-24/2012-12-30,2012-12-24,2012-12-30,0
2012-12-31/2013-01-06,2012-12-31,2013-01-06,1
2013-01-07/2013-01-13,2013-01-07,2013-01-13,2
2013-01-14/2013-01-20,2013-01-14,2013-01-20,1
2013-01-21/2013-01-27,2013-01-21,2013-01-27,0
2013-01-28/2013-02-03,2013-01-28,2013-02-03,1
2013-02-04/2013-02-10,2013-02-04,2013-02-10,1
2013-02-11/2013-02-17,2013-02-11,2013-02-17,0
2013-02-18/2013-02-24,2013-02-18,2013-02-24,0
2013-02-25/2013-03-03,2013-02-25,2013-03-03,0
2013-03-04/2013-03-10,2013-03-04,2013-03-10,0
2013-03-11/2013-03-17,2013-03-11,2013-03-17,0
2013-03-18/2013-03-24,2013-03-18,2013-03-24,6
2013-03-25/2013-03-31,2013-03-25,2013-03-31,0
2013-04-01/2013-04-07,2013-04-01,2013-04-07,2
2013-04-08/2013-04-14,2013-04-08,2013-04-14,1
2013-04-15/2013-04-21,2013-04-15,2013-04-21,0
2013-04-22/2013-04-28,2013-04-22,2013-04-28,0
2013-04-29/2013-05-05,2013-04-29,2013-05-05,0
2013-05-06/2013-05-12,2013-05-06,2013-05-12,0
2013-05-13/2013-05-19,2013-05-13,2013-05-19,0
2013-05-20/2013-05-26,2013-05-20,2013-05-26,1
2013-05-27/2013-06-02,2013-05-27,2013-06-02,0
2013-06-03/2013-06-09,2013-06-03,2013-06-09,3
2013-06-10/2013-06-16,2013-06-10,2013-06-16,0
2013-06-17/2013-06-23,2013-06-17,2013-06-23,0
2013-06-24/2013-06-30,2013-06-24,2013-06-30,1
2013-07-01/2013-07-07,2013-07-01,2013-07-07,0
2013-07-08/2013-07-14,2013-07-08,2013-07-14,0
2013-07-15/2013-07-21,2013-07-15,2013-07-21,0
2013-07-22/2013-07-28,2013-07-22,2013-07-28,0
2013-07-29/2013-08-04,2013-07-29,2013-08-04,1
2013-08-05/2013-08-11,2013-08-05,2013-08-11,2
2013-08-12/2013-08-18,2013-08-12,2013-08-18,0
2013-08-19/2013-08-25,2013-08-19,2013-08-25,0
2013-08-26/2013-09-01,2013-08-26,2013-09-01,0
2013-09-02/2013-09-08,2013-09-02,2013-09-08,1
2013-09-09/2013-09-15,2013-09-09,2013-09-15,0
2013-09-16/2013-09-22,2013-09-16,2013-09-22,0
2013-09-23/2013-09-29,2013-09-23,2013-09-29,0
2013-09-30/2013-10-06,2013-09-30,2013-10-06,0
2013-10-07/2013-10-13,2013-10-07,2013-10-13,0
2013-10-14/2013-10-20,2013-10-14,2013-10-20,1
2013-10-21/2013-10-27,2013-10-21,2013-10-27,1
2013-10-28/2013-11-03,2013-10-28,2013-11-03,0
2013-11-04/2013-11-10,2013-11-04,2013-11-10,0
2013-11-11/2013-11-17,2013-11-11,2013-11-17,2
2013-11-18/2013-11-24,2013-11-18,2013-11-24,0
2013-11-25/2013-12-01,2013-11-25,2013-12-01,0
2013-12-02/2013-12-08,2013-12-02,2013-12-08,0
2013-12-09/2013-12-15,2013-12-09,2013-12-15,0
2013-12-16/2013-12-22,2013-12-16,2013-12-22,0
2013-12-23/2013-12-29,2013-12-23,2013-12-29,1
2013-12-30/2014-01-05,2013-12-30,2014-01-05,2
2014-01-06/2014-01-12,2014-01-06,2014-01-12,1
2014-01-13/2014-01-19,2014-01-13,2014-01-19,1
2014-01-20/2014-01-26,2014-01-20,2014-01-26,0
2014-01-27/2014-02-02,2014-01-27,2014-02-02,0
2014-02-03/2014-02-09,2014-02-03,2014-02-09,0
2014-02-10/2014-02-16,2014-02-10,2014-02-16,1
2014-02-17/2014-02-23,2014-02-17,2014-02-23,0
2014-02-24/2014-03-02,2014-02-24,2014-03-02,0
2014-03-03/2014-03-09,2014-03-03,2014-03-09,0
2014-03-10/2014-03-16,2014-03-10,2014-03-16,0
2014-03-17/2014-03-23,2014-03-17,2014-03-23,4
2014-03-24/2014-03-30,2014-03-24,2014-03-30,1
2014-03-31/2014-04-06,2014-03-31,2014-04-06,3
2014-04-07/2014-04-13,2014-04-07,2014-04-13,0
2014-04-14/2014-04-20,2014-04-14,2014-04-20,0
2014-04-21/2014-04-27,2014-04-21,2014-04-27,0
2014-04-28/2014-05-04,2014-04-28,2014-05-04,0
2014-05-05/2014-05-11,2014-05-05,2014-05-11,0
2014-05-12/2014-05-18,2014-05-12,2014-05-18,1
2014-05-19/2014-05-25,2014-05-19,2014-05-25,0
2014-05-26/2014-06-01,2014-05-26,2014-06-01,1
2014-06-02/2014-06-08,2014-06-02,2014-06-08,2
2014-06-09/2014-06-15,2014-06-09,2014-06-15,1
2014-06-16/2014-06-22,2014-06-16,2014-06-22,0
2014-06-23/2014-06-29,2014-06-23,2014-06-29,0
2014-06-30/2014-07-06,2014-06-30,2014-07-06,0
2014-07-07/2014-07-13,2014-07-07,2014-07-13,0
2014-07-14/2014-07-20,2014-07-14,2014-07-20,1
2014-07-21/2014-07-27,2014-07-21,2014-07-27,0
2014-07-28/2014-08-03,2014-07-28,2014-08-03,2
2014-08-04/2014-08-10,2014-08-04,2014-08-10,0
2014-08-11/2014-08-17,2014-08-11,2014-08-17,0
2014-08-18/2014-08-24,2014-08-18,2014-08-24,1
2014-08-25/2014-08-31,2014-08-25,2014-08-31,0
2014-09-01/2014-09-07,2014-09-01,2014-09-07,0
2014-09-08/2014-09-14,2014-09-08,2014-09-14,0
2014-09-15/2014-09-21,2014-09-15,2014-09-21,0
2014-09-22/2014-09-28,2014-09-22,2014-09-28,0
2014-09-29/2014-10-05,2014-09-29,2014-10-05,1
2014-10-06/2014-10-12,2014-10-06,2014-10-12,0
2014-10-13/2014-10-19,2014-10-13,2014-10-19,1
2014-10-20/2014-10-26,2014-10-20,2014-10-26,0
2014-10-27/2014-11-02,2014-10-27,2014-11-02,0
2014-11-03/2014-11-09,2014-11-03,2014-11-09,2
2014-11-10/2014-11-16,2014-11-10,2014-11-16,0
2014-11-17/2014-11-23,2014-11-17,2014-11-23,0
2014-11-24/2014-11-30,2014-11-24,2014-11-30,0
2014-12-01/2014-12-07,2014-12-01,2014-12-07,0
2014-12-08/2014-12-14,2014-12-08,2014-12-14,1
2014-12-15/2014-12-21,2014-12-15,2014-12-21,1
2014-12-22/2014-12-28,2014-12-22,2014-12-28,1
2014-12-29/2015-01-04,2014-12-29,2015-01-04,1
2015-01-05/2015-01-11,2015-01-05,2015-01-11,1
2015-01-12/2015-01-18,2015-01-12,2015-01-18,0
2015-01-19/2015-01-25,2015-01-19,2015-01-25,0
2015-01-26/2015-02-01,2015-01-26,2015-02-01,0
2015-02-02/2015-02-08,2015-02-02,2015-02-08,0
2015-02-09/2015-02-15,2015-02-09,2015-02-15,1
2015-02-16/2015-02-22,2015-02-16,2015-02-22,0
2015-02-23/2015-03-01,2015-02-23,2015-03-01,0
2015-03-02/2015-03-08,2015-03-02,2015-03-08,0
2015-03-09/2015-03-15,2015-03-09,2015-03-15,0
2015-03-16/2015-03-22,2015-03-16,2015-03-22,3
2015-03-23/2015-03-29,2015-03-23,2015-03-29,2
2015-03-30/2015-04-05,2015-03-30,2015-04-05,2
2015-04-06/2015-04-12,2015-04-06,2015-04-12,0
2015-04-13/2015-04-19,2015-04-13,2015-04-19,0
2015-04-20/2015-04-26,2015-04-20,2015-04-26,0
2015-04-27/2015-05-03,2015-04-27,2015-05-03,1
2015-05-04/2015-05-10,2015-05-04,2015-05-10,0
2015-05-11/2015-05-17,2015-05-11,2015-05-17,1
2015-05-18/2015-05-24,2015-05-18,2015-05-24,0
2015-05-25/2015-05-31,2015-05-25,2015-05-31,0
2015-06-01/2015-06-07,2015-06-01,2015-06-07,3
2015-06-08/2015-06-14,2015-06-08,2015-06-14,0
2015-06-15/2015-06-21,2015-06-15,2015-06-21,0
2015-06-22/2015-06-28,2015-06-22,2015-06-28,0
2015-06-29/2015-07-05,2015-06-29,2015-07-05,0
2015-07-06/2015-07-12,2015-07-06,2015-07-12,1
2015-07-13/2015-07-19,2015-07-13,2015-07-19,2
2015-07-20/2015-07-26,2015-07-20,2015-07-26,0
2015-07-27/2015-08-02,2015-07-27,2015-08-02,0
2015-08-03/2015-08-09,2015-08-03,2015-08-09,0
2015-08-10/2015-08-16,2015-08-10,2015-08-16,1
2015-08-17/2015-08-23,2015-08-17,2015-08-23,0
2015-08-24/2015-08-30,2015-08-24,2015-08-30,0
2015-08-31/2015-09-06,2015-08-31,2015-09-06,0
2015-09-07/2015-09-13,2015-09-07,2015-09-13,0
2015-09-14/2015-09-20,2015-09-14,2015-09-20,0
2015-09-21/2015-09-27,2015-09-21,2015-09-27,1
2015-09-28/2015-10-04,2015-09-28,2015-10-04,1
2015-10-05/2015-10-11,2015-10-05,2015-10-11,0
2015-10-12/2015-10-18,2015-10-12,2015-10-18,0
2015-10-19/2015-10-25,2015-10-19,2015-10-25,2
2015-10-26/2015-11-01,2015-10-26,2015-11-01,0
2015-11-02/2015-11-08,2015-11-02,2015-11-08,0
2015-11-09/2015-11-15,2015-11-09,2015-11-15,0
2015-11-16/2015-11-22,2015-11-16,2015-11-22,0
2015-11-23/2015-11-29,2015-11-23,2015-11-29,0
2015-11-30/2015-12-06,2015-11-30,2015-12-06,1
2015-12-07/2015-12-13,2015-12-07,2015-12-13,2
2015-12-14/2015-12-20,2015-12-14,2015-12-20,1
2015-12-21/2015-12-27,2015-12-21,2015-12-27,0
2015-12-28/2016-01-03,2015-12-28,2016-01-03,1
2016-01-04/2016-01-10,2016-01-04,2016-01-10,0
2016-01-11/2016-01-17,2016-01-11,2016-01-17,0
2016-01-18/2016-01-24,2016-01-18,2016-01-24,0
2016-01-25/2016-01-31,2016-01-25,2016-01-31,0
2016-02-01/2016-02-07,2016-02-01,2016-02-07,0
2016-02-08/2016-02-14,2016-02-08,2016-02-14,1
2016-02-15/2016-02-21,2016-02-15,2016-02-21,0
2016-02-22/2016-02-28,2016-02-22,2016-02-28,0
2016-02-29/2016-03-06,2016-02-29,2016-03-06,0
2016-03-07/2016-03-13,2016-03-07,2016-03-13,1
2016-03-14/2016-03-20,2016-03-14,2016-03-20,2
2016-03-21/2016-03-27,2016-03-21,2016-03-27,3
2016-03-28/2016-04-03,2016-03-28,2016-04-03,2
2016-04-04/2016-04-10,2016-04-04,2016-04-10,0
2016-04-11/2016-04-17,2016-04-11,2016-04-17,0
2016-04-18/2016-04-24,2016-04-18,2016-04-24,1
2016-04-25/2016-05-01,2016-04-25,2016-05-01,0
2016-05-02/2016-05-08,2016-05-02,2016-05-08,1
2016-05-09/2016-05-15,2016-05-09,2016-05-15,0
2016-05-16/2016-05-22,2016-05-16,2016-05-22,1
2016-05-23/2016-05-29,2016-05-23,2016-05-29,0
2016-05-30/2016-06-05,2016-05-30,2016-06-05,2
2016-06-06/2016-06-12,2016-06-06,2016-06-12,0
2016-06-13/2016-06-19,2016-06-13,2016-06-19,0
2016-06-20/2016-06-26,2016-06-20,2016-06-26,0
2016-06-27/2016-07-03,2016-06-27,2016-07-03,1
2016-07-04/2016-07-10,2016-07-04,2016-07-10,2
2016-07-11/2016-07-17,2016-07-11,2016-07-17,0
2016-07-18/2016-07-24,2016-07-18,2016-07-24,0
2016-07-25/2016-07-31,2016-07-25,2016-07-31,1
2016-08-01/2016-08-07,2016-08-01,2016-08-07,0
2016-08-08/2016-08-14,2016-08-08,2016-08-14,0
2016-08-15/2016-08-21,2016-08-15,2016-08-21,0
2016-08-22/2016-08-28,2016-08-22,2016-08-28,0
2016-08-29/2016-09-04,2016-08-29,2016-09-04,0
2016-09-05/2016-09-11,2016-09-05,2016-09-11,0
2016-09-12/2016-09-18,2016-09-12,2016-09-18,1
2016-09-19/2016-09-25,2016-09-19,2016-09-25,1
2016-09-26/2016-10-02,2016-09-26,2016-10-02,0
2016-10-03/2016-10-09,2016-10-03,2016-10-09,0
2016-10-10/2016-10-16,2016-10-10,2016-10-16,2
2016-10-17/2016-10-23,2016-10-17,2016-10-23,0
2016-10-24/2016-10-30,2016-10-24,2016-10-30,0
2016-10-31/2016-11-06,2016-10-31,2016-11-06,0
2016-11-07/2016-11-13,2016-11-07,2016-11-13,0
2016-11-14/2016-11-20,2016-11-14,2016-11-20,1
2016-11-21/2016-11-27,2016-11-21,2016-11-27,0
2016-11-28/2016-12-04,2016-11-28,2016-12-04,2
2016-12-05/2016-12-11,2016-12-05,2016-12-11,1
2016-12-12/2016-12-18,2016-12-12,2016-12-18,1
2016-12-19/2016-12-25,2016-12-19,2016-12-25,0
2016-12-26/2017-01-01,2016-12-26,2017-01-01,0
2017-01-02/2017-01-08,2017-01-02,2017-01-08,0
2017-01-09/2017-01-15,2017-01-09,2017-01-15,0
2017-01-16/2017-01-22,2017-01-16,2017-01-22,0
2017-01-23/2017-01-29,2017-01-23,2017-01-29,0
2017-01-30/2017-02-05,2017-01-30,2017-02-05,0
2017-02-06/2017-02-12,2017-02-06,2017-02-12,1
2017-02-13/2017-02-19,2017-02-13,2017-02-19,0
2017-02-20/2017-02-26,2017-02-20,2017-02-26,0
2017-02-27/2017-03-05,2017-02-27,2017-03-05,1
2017-03-06/2017-03-12,2017-03-06,2017-03-12,0
2017-03-13/2017-03-19,2017-03-13,2017-03-19,1
2017-03-20/2017-03-26,2017-03-20,2017-03-26,5
2017-03-27/2017-04-02,2017-03-27,2017-04-02,2
2017-04-03/2017-04-09,2017-04-03,2017-04-09,0
2017-04-10/2017-04-16,2017-04-10,2017-04-16,1
2017-04-17/2017-04-23,2017-04-17,2017-04-23,0
2017-04-24/2017-04-30,2017-04-24,2017-04-30,1
2017-05-01/2017-05-07,2017-05-01,2017-05-07,0
2017-05-08/2017-05-14,2017-05-08,2017-05-14,1
2017-05-15/2017-05-21,2017-05-15,2017-05-21,0
2017-05-22/2017-05-28,2017-05-22,2017-05-28,0
2017-05-29/2017-06-04,2017-05-29,2017-06-04,1
2017-06-05/2017-06-11,2017-06-05,2017-06-11,1
2017-06-12/2017-06-18,2017-06-12,2017-06-18,1
2017-06-19/2017-06-25,2017-06-19,2017-06-25,0
2017-06-26/2017-07-02,2017-06-26,2017-07-02,2
2017-07-03/2017-07-09,2017-07-03,2017-07-09,0
2017-07-10/2017-07-16,2017-07-10,2017-07-16,0
2017-07-17/2017-07-23,2017-07-17,2017-07-23,1
2017-07-24/2017-07-30,2017-07-24,2017-07-30,0
2017-07-31/2017-08-06,2017-07-31,2017-08-06,0
2017-08-07/2017-08-13,2017-08-07,2017-08-13,0
2017-08-14/2017-08-20,2017-08-14,2017-08-20,0
2017-08-21/2017-08-27,2017-08-21,2017-08-27,0
2017-08-28/2017-09-03,2017-08-28,2017-09-03,1
2017-09-04/2017-09-10,2017-09-04,2017-09-10,1
2017-09-11/2017-09-17,2017-09-11,2017-09-17,0
2017-09-18/2017-09-24,2017-09-18,2017-09-24,0
2017-09-25/2017-10-01,2017-09-25,2017-10-01,2
2017-10-02/2017-10-08,2017-10-02,2017-10-08,0
2017-10-09/2017-10-15,2017-10-09,2017-10-15,0
2017-10-16/2017-10-22,2017-10-16,2017-10-22,0
2017-10-23/2017-10-29,2017-10-23,2017-10-29,0
2017-10-30/2017-11-05,2017-10-30,2017-11-05,0
2017-11-06/2017-11-12,2017-11-06,2017-11-12,1
2017-11-13/2017-11-19,2017-11-13,2017-11-19,2
2017-11-20/2017-11-26,2017-11-20,2017-11-26,0
2017-11-27/2017-12-03,2017-11-27,2017-12-03,1
2017-12-04/2017-12-10,2017-12-04,2017-12-10,1
2017-12-11/2017-12-17,2017-12-11,2017-12-17,0
2017-12-18/2017-12-24,2017-12-18,2017-12-24,0
